kind,library,codegen,api,test_case,repetition,iterations,bytes,elapsed_ns,ns_per_encode,encodes_per_second,checksum
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_decimal_strings,8,1000000,213,1414120109.000,1414.120,707153.511,213000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_decimal_strings,9,1000000,213,1411782175.000,1411.782,708324.569,213000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_decimal_strings,10,1000000,213,1411757086.000,1411.757,708337.157,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,1,1000000,213,1418362078.000,1418.362,705038.590,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,2,1000000,213,1415868088.000,1415.868,706280.485,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,3,1000000,213,1420004294.000,1420.004,704223.223,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,4,1000000,213,1417595949.000,1417.596,705419.623,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,5,1000000,213,1414368434.000,1414.368,707029.354,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,6,1000000,213,1413069591.000,1413.070,707679.230,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,7,1000000,213,1417422654.000,1417.423,705505.868,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,8,1000000,213,1417496207.000,1417.496,705469.260,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,9,1000000,213,1424228794.000,1424.229,702134.379,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,10,1000000,213,1418882171.000,1418.882,704780.158,213000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,1,1000000,1193,7267938872.000,7267.939,137590.590,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,2,1000000,1193,7342015964.000,7342.016,136202.373,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,3,1000000,1193,7329053871.000,7329.054,136443.260,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,4,1000000,1193,7309869983.000,7309.870,136801.339,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,5,1000000,1193,7287140610.000,7287.141,137228.037,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,6,1000000,1193,7258421895.000,7258.422,137770.994,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,7,1000000,1193,7255326624.000,7255.327,137829.770,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,8,1000000,1193,7283781748.000,7283.782,137291.319,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,9,1000000,1193,7327569033.000,7327.569,136470.908,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,10,1000000,1193,7220336344.000,7220.336,138497.703,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,1,1000000,1193,7201077928.000,7201.078,138868.099,1193000000
