kind,library,codegen,api,test_case,repetition,iterations,bytes,elapsed_ns,ns_per_encode,encodes_per_second,checksum
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_int64,1,1000000,49,55833879.000,55.834,17910272.722,49000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_int64,2,1000000,49,54562151.000,54.562,18327723.187,49000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_int64,3,1000000,49,51784779.000,51.785,19310693.592,49000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_int64,4,1000000,49,54127005.000,54.127,18475066.189,49000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_int64,5,1000000,49,54020974.000,54.021,18511328.581,49000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_int64,6,1000000,49,52766493.000,52.766,18951420.554,49000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_int64,7,1000000,49,58527241.000,58.527,17086060.831,49000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_int64,8,1000000,49,52127415.000,52.127,19183763.476,49000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_int64,9,1000000,49,53562371.000,53.562,18669823.261,49000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_int64,10,1000000,49,52505533.000,52.506,19045611.822,49000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_int64,1,1000000,49,48546663.000,48.547,20598738.167,49000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_int64,2,1000000,49,52408681.000,52.409,19080808.387,49000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_int64,3,1000000,49,47082768.000,47.083,21239193.074,49000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_int64,4,1000000,49,49299342.000,49.299,20284246.390,49000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_int64,5,1000000,49,50706375.000,50.706,19721386.118,49000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_int64,6,1000000,49,46749231.000,46.749,21390726.192,49000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_int64,7,1000000,49,46967513.000,46.968,21291312.572,49000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_int64,8,1000000,49,47295583.000,47.296,21143623.497,49000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_int64,9,1000000,49,49737535.000,49.738,20105540.011,49000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_int64,10,1000000,49,48582432.000,48.582,20583572.267,49000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_decimal_strings,1,1000000,213,139586836.000,139.587,7163999.333,213000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_decimal_strings,2,1000000,213,145866032.000,145.866,6855605.697,213000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_decimal_strings,3,1000000,213,144241995.000,144.242,6932793.740,213000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_decimal_strings,4,1000000,213,145824661.000,145.825,6857550.658,213000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_decimal_strings,5,1000000,213,145252979.000,145.253,6884540.385,213000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_decimal_strings,6,1000000,213,143334637.000,143.335,6976680.731,213000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_decimal_strings,7,1000000,213,145473538.000,145.474,6874102.423,213000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_decimal_strings,8,1000000,213,145615975.000,145.616,6867378.390,213000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_decimal_strings,9,1000000,213,143858945.000,143.859,6951253.535,213000000
protobuf,google_protobuf,speed,SerializeToString,one_string_ten_decimal_strings,10,1000000,213,149533746.000,149.534,6687453.680,213000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_decimal_strings,1,1000000,213,139320997.000,139.321,7177668.991,213000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_decimal_strings,2,1000000,213,155144036.000,155.144,6445623.214,213000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_decimal_strings,3,1000000,213,145827773.000,145.828,6857404.316,213000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_decimal_strings,4,1000000,213,142725876.000,142.726,7006437.992,213000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_decimal_strings,5,1000000,213,139107653.000,139.108,7188677.103,213000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_decimal_strings,6,1000000,213,138834362.000,138.834,7202827.784,213000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_decimal_strings,7,1000000,213,139984628.000,139.985,7143641.515,213000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_decimal_strings,8,1000000,213,137149114.000,137.149,7291334.015,213000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_decimal_strings,9,1000000,213,135765474.000,135.765,7365642.903,213000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,one_string_ten_decimal_strings,10,1000000,213,136027904.000,136.028,7351432.835,213000000
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,1,1000000,1193,769557219.000,769.557,1299448.534,1193000000
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,2,1000000,1193,771002557.000,771.003,1297012.560,1193000000
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,3,1000000,1193,788584411.000,788.584,1268095.065,1193000000
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,4,1000000,1193,781315585.000,781.316,1279892.555,1193000000
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,5,1000000,1193,773866671.000,773.867,1292212.260,1193000000
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,6,1000000,1193,792161300.000,792.161,1262369.166,1193000000
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,7,1000000,1193,766513574.000,766.514,1304608.338,1193000000
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,8,1000000,1193,772422703.000,772.423,1294627.923,1193000000
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,9,1000000,1193,776219521.000,776.220,1288295.351,1193000000
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,10,1000000,1193,774683017.000,774.683,1290850.552,1193000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,1,1000000,1193,774646361.000,774.646,1290911.634,1193000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,2,1000000,1193,753400882.000,753.401,1327314.613,1193000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,3,1000000,1193,750934833.000,750.935,1331673.477,1193000000
