mode,threads,repetition,iterations,bytes,elapsed_ns,ns_per_encode,encodes_per_second,checksum
shared_readonly,2,1,1000000,49,46208098.000,46.208,21641228.341,49000000
shared_readonly,2,2,1000000,49,46256176.000,46.256,21618734.761,49000000
shared_readonly,2,3,1000000,49,46267064.000,46.267,21613647.237,49000000
shared_readonly,2,4,1000000,49,46212712.000,46.213,21639067.623,49000000
shared_readonly,2,5,1000000,49,46030778.000,46.031,21724594.792,49000000
shared_readonly,2,6,1000000,49,46074848.000,46.075,21703815.496,49000000
shared_readonly,2,7,1000000,49,46275845.000,46.276,21609545.974,49000000
shared_readonly,2,8,1000000,49,46336701.000,46.337,21581165.219,49000000
shared_readonly,2,9,1000000,49,46406245.000,46.406,21548823.871,49000000
shared_readonly,2,10,1000000,49,46198210.000,46.198,21645860.305,49000000
