kind,library,codegen,api,test_case,repetition,iterations,bytes,elapsed_ns,ns_per_encode,encodes_per_second,checksum
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,3,1000000,1193,767986061.000,767.986,1302106.966,1193000000
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,4,1000000,1193,768495852.000,768.496,1301243.198,1193000000
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,5,1000000,1193,769951544.000,769.952,1298783.031,1193000000
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,6,1000000,1193,770332963.000,770.333,1298139.958,1193000000
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,7,1000000,1193,801465962.000,801.466,1247713.624,1193000000
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,8,1000000,1193,767683025.000,767.683,1302620.961,1193000000
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,9,1000000,1193,777286137.000,777.286,1286527.512,1193000000
protobuf,google_protobuf,speed,SerializeToString,ten_strings_fifty_decimal_strings,10,1000000,1193,789499095.000,789.499,1266625.898,1193000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,1,1000000,1193,778545138.000,778.545,1284447.043,1193000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,2,1000000,1193,771533907.000,771.534,1296119.316,1193000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,3,1000000,1193,767851685.000,767.852,1302334.838,1193000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,4,1000000,1193,773398836.000,773.399,1292993.929,1193000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,5,1000000,1193,775438921.000,775.439,1289592.221,1193000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,6,1000000,1193,771684320.000,771.684,1295866.683,1193000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,7,1000000,1193,770412703.000,770.413,1298005.596,1193000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,8,1000000,1193,779151482.000,779.151,1283447.472,1193000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,9,1000000,1193,770210360.000,770.210,1298346.597,1193000000
protobuf,google_protobuf,speed,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,10,1000000,1193,769344534.000,769.345,1299807.766,1193000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_int64,1,1000000,49,1181447261.000,1181.447,846419.500,49000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_int64,2,1000000,49,1183332294.000,1183.332,845071.165,49000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_int64,3,1000000,49,1166268627.000,1166.269,857435.394,49000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_int64,4,1000000,49,1173084121.000,1173.084,852453.786,49000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_int64,5,1000000,49,1175987703.000,1175.988,850349.028,49000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_int64,6,1000000,49,1175263137.000,1175.263,850873.280,49000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_int64,7,1000000,49,1172906453.000,1172.906,852582.913,49000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_int64,8,1000000,49,1166742070.000,1166.742,857087.462,49000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_int64,9,1000000,49,1167329455.000,1167.329,856656.187,49000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_int64,10,1000000,49,1166013579.000,1166.014,857622.945,49000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_int64,1,1000000,49,1168419934.000,1168.420,855856.675,49000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_int64,2,1000000,49,1159313771.000,1159.314,862579.247,49000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_int64,3,1000000,49,1168728554.000,1168.729,855630.674,49000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_int64,4,1000000,49,1169314972.000,1169.315,855201.570,49000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_int64,5,1000000,49,1163512676.000,1163.513,859466.356,49000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_int64,6,1000000,49,1166752739.000,1166.753,857079.625,49000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_int64,7,1000000,49,1170186245.000,1170.186,854564.822,49000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_int64,8,1000000,49,1179894033.000,1179.894,847533.738,49000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_int64,9,1000000,49,1170366448.000,1170.366,854433.243,49000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_int64,10,1000000,49,1167892401.000,1167.892,856243.263,49000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_decimal_strings,1,1000000,213,1419838887.000,1419.839,704305.262,213000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_decimal_strings,2,1000000,213,1425072118.000,1425.072,701718.873,213000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_decimal_strings,3,1000000,213,1420983879.000,1420.984,703737.752,213000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_decimal_strings,4,1000000,213,1416476564.000,1416.477,705977.088,213000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_decimal_strings,5,1000000,213,1415369115.000,1415.369,706529.477,213000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_decimal_strings,6,1000000,213,1419536735.000,1419.537,704455.176,213000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_decimal_strings,7,1000000,213,1421021970.000,1421.022,703718.888,213000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_decimal_strings,8,1000000,213,1423931100.000,1423.931,702281.171,213000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_decimal_strings,9,1000000,213,1425182006.000,1425.182,701664.767,213000000
protobuf,google_protobuf,code_size,SerializeToString,one_string_ten_decimal_strings,10,1000000,213,1424671949.000,1424.672,701915.975,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,1,1000000,213,1436219148.000,1436.219,696272.572,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,2,1000000,213,1431317394.000,1431.317,698657.058,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,3,1000000,213,1503510184.000,1503.510,665110.227,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,4,1000000,213,1438855649.000,1438.856,694996.750,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,5,1000000,213,1473937538.000,1473.938,678454.802,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,6,1000000,213,1431433979.000,1431.434,698600.155,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,7,1000000,213,1430271751.000,1430.272,699167.832,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,8,1000000,213,1455997806.000,1455.998,686814.222,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,9,1000000,213,1464643673.000,1464.644,682759.922,213000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,one_string_ten_decimal_strings,10,1000000,213,1441322819.000,1441.323,693807.096,213000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,1,1000000,1193,7256936353.000,7256.936,137799.197,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,2,1000000,1193,7261654808.000,7261.655,137709.658,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,3,1000000,1193,7279983771.000,7279.984,137362.944,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,4,1000000,1193,7331872110.000,7331.872,136390.813,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,5,1000000,1193,7305024920.000,7305.025,136892.072,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,6,1000000,1193,7342131589.000,7342.132,136200.228,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,7,1000000,1193,7402559338.000,7402.559,135088.414,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,8,1000000,1193,7335175024.000,7335.175,136329.399,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,9,1000000,1193,7330273821.000,7330.274,136420.552,1193000000
protobuf,google_protobuf,code_size,SerializeToString,ten_strings_fifty_decimal_strings,10,1000000,1193,7322710757.000,7322.711,136561.450,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,1,1000000,1193,7328448410.000,7328.448,136454.532,1193000000
